(164, (204, 252, 253, 255))
(164, (164, 219, 253, 255))
(124, (172, 226, 254, 255))
(116, (188, 250, 253, 255))
(111, (211, 252, 253, 255))
(111, (210, 252, 253, 255))
(103, (163, 219, 253, 255))
(100, (205, 252, 253, 255))
(97, (178, 229, 254, 255))
(97, (171, 225, 254, 255))
(96, (167, 245, 251, 255))
(94, (180, 249, 252, 255))
(90, (196, 251, 253, 255))
(90, (172, 225, 254, 255))
(86, (227, 254, 253, 255))
(86, (169, 221, 253, 255))
(82, (209, 252, 253, 255))
(79, (156, 212, 252, 255))
(78, (148, 204, 251, 255))
(77, (171, 226, 254, 255))
(76, (187, 250, 253, 255))
(74, (170, 222, 253, 255))
(74, (181, 249, 252, 255))
(74, (156, 211, 252, 255))
(73, (203, 252, 253, 255))
(72, (164, 220, 253, 255))
(72, (177, 228, 254, 255))
(71, (219, 253, 253, 255))
(71, (197, 251, 253, 255))
(71, (163, 218, 253, 255))
(70, (170, 221, 253, 255))
(70, (165, 219, 253, 255))
(69, (218, 253, 253, 255))
(69, (189, 250, 253, 255))
(67, (176, 228, 254, 255))
(67, (155, 211, 252, 255))
(66, (206, 252, 253, 255))
(66, (170, 224, 254, 255))
(65, (202, 252, 253, 255))
(64, (154, 207, 250, 255))
(63, (165, 220, 253, 255))
(62, (190, 250, 253, 255))
(62, (163, 218, 252, 255))
(62, (156, 210, 245, 255))
(61, (195, 251, 253, 255))
(61, (158, 218, 253, 255))
(61, (162, 214, 251, 255))
(59, (175, 227, 254, 255))
(58, (166, 220, 253, 255))
(58, (163, 217, 252, 255))
(57, (132, 189, 242, 255))
(57, (208, 252, 253, 255))
(57, (177, 229, 254, 255))
(57, (173, 226, 254, 255))
(56, (162, 218, 253, 255))
(56, (164, 218, 253, 255))
(56, (153, 206, 250, 255))
(56, (173, 227, 254, 255))
(55, (164, 218, 252, 255))
(55, (149, 204, 251, 255))
(54, (212, 252, 253, 255))
(54, (161, 213, 251, 255))
(53, (157, 216, 253, 255))
(53, (171, 224, 254, 255))
(52, (198, 251, 253, 255))
(52, (168, 245, 251, 255))
(52, (171, 223, 253, 255))
(51, (194, 251, 253, 255))
(50, (207, 252, 253, 255))
(50, (162, 213, 251, 255))
(50, (162, 219, 253, 255))
(50, (176, 227, 254, 255))
(50, (164, 219, 252, 255))
(49, (171, 222, 253, 255))
(49, (157, 218, 253, 255))
(47, (168, 220, 253, 255))
(47, (157, 211, 246, 255))
(46, (147, 204, 251, 255))
(46, (170, 225, 254, 255))
(45, (161, 214, 251, 255))
(45, (226, 254, 253, 255))
(45, (163, 216, 252, 255))
(45, (182, 249, 252, 255))
(45, (170, 226, 254, 255))
(45, (154, 206, 250, 255))
(44, (159, 218, 253, 255))
(44, (156, 210, 246, 255))
(43, (186, 250, 253, 255))
(43, (168, 221, 253, 255))
(43, (156, 210, 251, 255))
(43, (165, 219, 252, 255))
(43, (156, 213, 252, 255))
(43, (151, 209, 252, 255))
(43, (149, 205, 251, 255))
(42, (154, 207, 249, 255))
(42, (179, 233, 254, 255))
(42, (163, 220, 253, 255))
(42, (150, 209, 252, 255))
(42, (169, 224, 254, 255))
(41, (171, 224, 253, 255))
(41, (148, 205, 251, 255))
(41, (158, 217, 253, 255))
(41, (153, 206, 249, 255))
(40, (172, 244, 252, 255))
(40, (157, 212, 252, 255))
(40, (180, 234, 254, 255))
(40, (178, 230, 254, 255))
(40, (161, 213, 250, 255))
(39, (167, 220, 253, 255))
(39, (157, 217, 253, 255))
(39, (155, 209, 251, 255))
(39, (172, 227, 254, 255))
(39, (162, 217, 252, 255))
(38, (171, 225, 253, 255))
(38, (169, 222, 253, 255))
(38, (164, 218, 251, 255))
(38, (180, 248, 252, 255))
(38, (165, 224, 253, 255))
(38, (148, 204, 250, 255))
(38, (185, 236, 254, 255))
(38, (178, 232, 254, 255))
(38, (169, 221, 252, 255))
(38, (161, 215, 252, 255))
(38, (154, 210, 252, 255))
(38, (150, 208, 252, 255))
(38, (178, 248, 252, 255))
(38, (148, 203, 245, 255))
(37, (213, 252, 253, 255))
(37, (166, 221, 253, 255))
(37, (180, 233, 254, 255))
(37, (174, 227, 254, 255))
(36, (155, 210, 252, 255))
(35, (154, 209, 251, 255))
(35, (150, 205, 251, 255))
(35, (157, 215, 252, 255))
(35, (170, 224, 253, 255))
(35, (158, 216, 253, 255))
(35, (147, 203, 250, 255))
(35, (155, 211, 251, 255))
(35, (169, 220, 252, 255))
(35, (158, 216, 252, 255))
(35, (156, 210, 252, 255))
(34, (148, 203, 244, 255))
(33, (220, 253, 253, 255))
(33, (179, 244, 253, 255))
(33, (165, 223, 253, 255))
(33, (169, 220, 253, 255))
(33, (162, 217, 251, 255))
(33, (133, 189, 242, 255))
(33, (148, 203, 249, 255))
(33, (155, 212, 252, 255))
(33, (163, 218, 251, 255))
(33, (156, 211, 251, 255))
(33, (179, 248, 252, 255))
(33, (164, 218, 246, 255))
(33, (162, 218, 252, 255))
(33, (162, 216, 252, 255))
(33, (158, 215, 252, 255))
(33, (148, 204, 249, 255))
(32, (217, 253, 253, 255))
(32, (191, 250, 253, 255))
(32, (158, 212, 247, 255))
(32, (155, 210, 251, 255))
